PSA_ID,Domain,Sub_Category,English,Kiswahili,Source,Date,Metadata,Ekegusii,Dholuo,Somali,Origin_File,Original_Language,Original_Text,Source_Name,Source_URL,Region,Org_Type,PSA_Score,Content_Hash,Retrieved_At
23,Governance,Anti-Corruption Initiatives,EACC boss urges African agencies to embrace AI in fight against corruption - The Eastleigh Voice.,,GoogleNews_en,"Sat, 07 Feb 2026 08:00:00 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxNdXQyZ21fWUF6RE1QWUFHd1NoMDZZeWdyc3YzMEpWTU9YQTZaZUdfR3owT1JhMms1WXlGaGtUZ3V1cTJPNlRUY0FjdGFtXzk3bzBaSFZzUDN2ekxNN3p2eGVFYUs2UkdBdUNfaGJha2gtLTZOOGpiT1diLVFpa1hiSWk0TGd0UW1Eb0EtLXdxRWZzYWk2V1U4YVFJV2haZ1VTUWtrRGt3eHRmVEJLa1NwY2l6MmMybmFpX0JUZEtB?oc=5,,,,,,,,,,,,,
24,Governance,Anti-Corruption Initiatives,EACC boss urges African agencies to embrace AI in fight against corruption The Eastleigh Voice,,GoogleNews_en,"Sat, 07 Feb 2026 08:00:00 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxNdXQyZ21fWUF6RE1QWUFHd1NoMDZZeWdyc3YzMEpWTU9YQTZaZUdfR3owT1JhMms1WXlGaGtUZ3V1cTJPNlRUY0FjdGFtXzk3bzBaSFZzUDN2ekxNN3p2eGVFYUs2UkdBdUNfaGJha2gtLTZOOGpiT1diLVFpa1hiSWk0TGd0UW1Eb0EtLXdxRWZzYWk2V1U4YVFJV2haZ1VTUWtrRGt3eHRmVEJLa1NwY2l6MmMybmFpX0JUZEtB?oc=5,,,,,,,,,,,,,
25,Governance,Anti-Corruption Initiatives,Continental Anti-Corruption Research Centre Launched in Nairobi to Boost Graft Fight - Dawan Africa.,,GoogleNews_en,"Wed, 17 Jun 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxQVUxMdmR6d3VxNDVUSVlLSXZidDd4V3hUV0JORERFZlB0TnVISW9xWjlzLTFPX1RxR3hpdndHXzFHM3FxUm1jVUZGMjYzQjFzN09zM0xzcnBFTGtLZWpkQWlHNlYtUUJ3MVQwNE1odE9kR0o1UHFXcHVzN3ZOZGd3Ri1MOXE1dzE0Ulh0MW5vY0xVU3VKdzdVV3Z5cFpCUjZMQ2thTFF1bnk3OVFqd2RfOFJLV2E?oc=5,,,,,,,,,,,,,
26,Governance,Anti-Corruption Initiatives,Continental Anti-Corruption Research Centre Launched in Nairobi to Boost Graft Fight Dawan Africa,,GoogleNews_en,"Wed, 17 Jun 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMitAFBVV95cUxQVUxMdmR6d3VxNDVUSVlLSXZidDd4V3hUV0JORERFZlB0TnVISW9xWjlzLTFPX1RxR3hpdndHXzFHM3FxUm1jVUZGMjYzQjFzN09zM0xzcnBFTGtLZWpkQWlHNlYtUUJ3MVQwNE1odE9kR0o1UHFXcHVzN3ZOZGd3Ri1MOXE1dzE0Ulh0MW5vY0xVU3VKdzdVV3Z5cFpCUjZMQ2thTFF1bnk3OVFqd2RfOFJLV2E?oc=5,,,,,,,,,,,,,
27,Governance,Elections and Voter Education,"For IEBC, Kenya must never win an election and lose public trust - standardmedia.co.ke.",,GoogleNews_en,"Sun, 12 Jul 2026 10:08:27 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxPZV8tNHVGYUhzNXl1Y0gzZ1k4bU5HUHhLOTh5NTh3M3JlNklOUFg1b1dONWd0WlBtX2JKS1pSX3JWd2ZDaF9iWktjdy1TZndsMkIxNnNqY0xxSEVMeXVWeXNzcTJyMllVc0VxQWM0MFd6eFZacnFLaG1DNnpFRDRsN1ZsclFNUnZKenFsMzRVZWtVOE5mek1wVkhTRkh3ZGVVTmZjckFLeXNKWnNxSUtwMEZWRHhLa0RxU0hoUDNrZw?oc=5,,,,,,,,,,,,,
28,Governance,Elections and Voter Education,"For IEBC, Kenya must never win an election and lose public trust standardmedia.co.ke",,GoogleNews_en,"Sun, 12 Jul 2026 10:08:27 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxPZV8tNHVGYUhzNXl1Y0gzZ1k4bU5HUHhLOTh5NTh3M3JlNklOUFg1b1dONWd0WlBtX2JKS1pSX3JWd2ZDaF9iWktjdy1TZndsMkIxNnNqY0xxSEVMeXVWeXNzcTJyMllVc0VxQWM0MFd6eFZacnFLaG1DNnpFRDRsN1ZsclFNUnZKenFsMzRVZWtVOE5mek1wVkhTRkh3ZGVVTmZjckFLeXNKWnNxSUtwMEZWRHhLa0RxU0hoUDNrZw?oc=5,,,,,,,,,,,,,
29,Governance,Elections and Voter Education,"ELOG urges IEBC to protect voter data, boost registration access - The Eastleigh Voice.",,GoogleNews_en,"Mon, 06 Jul 2026 05:13:25 GMT",https://news.google.com/rss/articles/CBMiugFBVV95cUxPQnMzSUhLYTJtX0VZS01CYVRWb2xZeUMyTHVBR2Q5d1EwaG1pdVo2ZzdYbG1TQkIwdU1pRG41aTVqMGwyR2JZSGlHdVZfc1c4RTd2cGlyb0FibDVrcnEyelo2ZVRNSHJQZnVtMFRwcG5ENldwNHFmSlhjRUhTeGNEQlA3YlRENWhwckxDUWk5b0trLXI1b3czeXRPYlZ4TWsxeThOX01nZmJSOEVRVllKeXhLYmJpMEs5OWc?oc=5,,,,,,,,,,,,,
30,Governance,Elections and Voter Education,"ELOG urges IEBC to protect voter data, boost registration access The Eastleigh Voice",,GoogleNews_en,"Mon, 06 Jul 2026 05:13:25 GMT",https://news.google.com/rss/articles/CBMiugFBVV95cUxPQnMzSUhLYTJtX0VZS01CYVRWb2xZeUMyTHVBR2Q5d1EwaG1pdVo2ZzdYbG1TQkIwdU1pRG41aTVqMGwyR2JZSGlHdVZfc1c4RTd2cGlyb0FibDVrcnEyelo2ZVRNSHJQZnVtMFRwcG5ENldwNHFmSlhjRUhTeGNEQlA3YlRENWhwckxDUWk5b0trLXI1b3czeXRPYlZ4TWsxeThOX01nZmJSOEVRVllKeXhLYmJpMEs5OWc?oc=5,,,,,,,,,,,,,
31,Governance,Elections and Voter Education,IEBC announces temporary disruption of some voter services - the-star.co.ke.,,GoogleNews_en,"Tue, 07 Jul 2026 18:38:50 GMT",https://news.google.com/rss/articles/CBMiowFBVV95cUxQakFVR3U3UWVXWnZ6akhObXBHZ3FNTGhTZVNRYkJfVnVPcUxnZXdPRnExNGpaUHhVaHQ4VGFOa1JlM0NHeTlOQUlqc3gwN0dnbVozQW81blN3dEtMeHdtSGhEUHlUZ0VDUWRtSUQxY25qU3ZSTDdiOWxvV3hWdFNONlJUSzJDcmNZU1dxdFl1di1zYzViTFBrZkdzajV2Z3BpV2Nr?oc=5,,,,,,,,,,,,,
32,Governance,Elections and Voter Education,IEBC announces temporary disruption of some voter services the-star.co.ke,,GoogleNews_en,"Tue, 07 Jul 2026 18:38:50 GMT",https://news.google.com/rss/articles/CBMiowFBVV95cUxQakFVR3U3UWVXWnZ6akhObXBHZ3FNTGhTZVNRYkJfVnVPcUxnZXdPRnExNGpaUHhVaHQ4VGFOa1JlM0NHeTlOQUlqc3gwN0dnbVozQW81blN3dEtMeHdtSGhEUHlUZ0VDUWRtSUQxY25qU3ZSTDdiOWxvV3hWdFNONlJUSzJDcmNZU1dxdFl1di1zYzViTFBrZkdzajV2Z3BpV2Nr?oc=5,,,,,,,,,,,,,
33,Governance,Elections and Voter Education,"ELOG flags slow voter registration, warns progress lagging far behind 2027 target - The Eastleigh Voice.",,GoogleNews_en,"Mon, 06 Jul 2026 22:23:22 GMT",https://news.google.com/rss/articles/CBMiywFBVV95cUxNcVU5c3k3OTBaN0xtamROeFZydngwSU5seXc1ZjR2c1RibndwY1d4ZFZkWlhvMW4tcDlidHpiVnZrci1hcGZPV3BTbkgtd2hoS190LWNMRE9ib2tSdDBmOE4xeG10bmJZbWlKY2NORFFocEhKNzE3T1JlN3NfZGxHVkxoaUFwd1EwSVc3LW5OWmVfRUJtb2tmMXFWVXVVakxoSzQyRDhzdTV5bWk4MktCRjdaN3N2QmZBY1RpNmZMVmNRSUFkcVJHMHlXYw?oc=5,,,,,,,,,,,,,
34,Governance,Elections and Voter Education,"ELOG flags slow voter registration, warns progress lagging far behind 2027 target The Eastleigh Voice",,GoogleNews_en,"Mon, 06 Jul 2026 22:23:22 GMT",https://news.google.com/rss/articles/CBMiywFBVV95cUxNcVU5c3k3OTBaN0xtamROeFZydngwSU5seXc1ZjR2c1RibndwY1d4ZFZkWlhvMW4tcDlidHpiVnZrci1hcGZPV3BTbkgtd2hoS190LWNMRE9ib2tSdDBmOE4xeG10bmJZbWlKY2NORFFocEhKNzE3T1JlN3NfZGxHVkxoaUFwd1EwSVc3LW5OWmVfRUJtb2tmMXFWVXVVakxoSzQyRDhzdTV5bWk4MktCRjdaN3N2QmZBY1RpNmZMVmNRSUFkcVJHMHlXYw?oc=5,,,,,,,,,,,,,
35,Governance,Elections and Voter Education,IEBC Announces Enhanced Voter Registration in 5 Regions - Kenyans.co.ke.,,GoogleNews_en,"Thu, 25 Jun 2026 14:12:30 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxNWjBRaERmekZyWTZjaVFJWEVMdDAtV0U1aGZfZzBsdVp2VU9hUW1YZjVZSUJnUUMzNWJ6NGhKTkV3ZWNnS2t6VzRCMkEwQTVMbW96aVI2WHFzRk5JbDAwNjQ5eWtmc1JiUk5Va0NDNHRhdzlhelpCZE1kN2lvZDJfSml3bjlWa1Q4dHJBemNVbVg3RjZPX3RwdTIxbW4xN2Rzem4ySEtBV0VwMWJoSnhVcmxkZVZFdUxwb085OQ?oc=5,,,,,,,,,,,,,
36,Governance,Elections and Voter Education,IEBC Announces Enhanced Voter Registration in 5 Regions Kenyans.co.ke,,GoogleNews_en,"Thu, 25 Jun 2026 14:12:30 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxNWjBRaERmekZyWTZjaVFJWEVMdDAtV0U1aGZfZzBsdVp2VU9hUW1YZjVZSUJnUUMzNWJ6NGhKTkV3ZWNnS2t6VzRCMkEwQTVMbW96aVI2WHFzRk5JbDAwNjQ5eWtmc1JiUk5Va0NDNHRhdzlhelpCZE1kN2lvZDJfSml3bjlWa1Q4dHJBemNVbVg3RjZPX3RwdTIxbW4xN2Rzem4ySEtBV0VwMWJoSnhVcmxkZVZFdUxwb085OQ?oc=5,,,,,,,,,,,,,
37,Governance,Elections and Voter Education,IEBC warns Sh33.4 billion funding gap threatens 2027 election preparations - The Eastleigh Voice.,,GoogleNews_en,"Mon, 06 Jul 2026 19:48:20 GMT",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNTVR1QWJrSGVIeFRncENLVllNaTNPSlp5cnJLQUxpNTV3WWcxVEgxaGp1NVFqSnhfUFhhVDNJYkdLNHFTSC14VnRiOFIwSm1YNVFRV2RlVll4bGdobzJldk9WMmVVTWlib25NMEpDa01LTnpPck93VG5LeklhUFNEZzZKYW5peGEyUHdVUUNRdWVfVldTTHRtbjlUWFNWOWRMZGNvbnVPaVZpM1pYMUh4a2M5TVBjTlFpSzBWUHRJV0FBdw?oc=5,,,,,,,,,,,,,
38,Governance,Elections and Voter Education,IEBC warns Sh33.4 billion funding gap threatens 2027 election preparations The Eastleigh Voice,,GoogleNews_en,"Mon, 06 Jul 2026 19:48:20 GMT",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNTVR1QWJrSGVIeFRncENLVllNaTNPSlp5cnJLQUxpNTV3WWcxVEgxaGp1NVFqSnhfUFhhVDNJYkdLNHFTSC14VnRiOFIwSm1YNVFRV2RlVll4bGdobzJldk9WMmVVTWlib25NMEpDa01LTnpPck93VG5LeklhUFNEZzZKYW5peGEyUHdVUUNRdWVfVldTTHRtbjlUWFNWOWRMZGNvbnVPaVZpM1pYMUh4a2M5TVBjTlFpSzBWUHRJV0FBdw?oc=5,,,,,,,,,,,,,
